P81	39 3 4 6 7 
P82	58 7 3 6 
P82	59 1 2 4 5 
P83	16 6 2 5 
P83	22 1 3 4 7 
P84	12 5 1 4 
P84	16 2 3 6 7 
P85	73 1 4 7 
P85	81 2 3 5 6 
P86	47 1 4 7 
P86	53 2 3 5 6 
P87	76 7 3 6 
P87	85 1 2 4 5 
P88	43 3 6 2 
P88	49 1 4 5 7 
P89	82 2 5 1 
P89	84 3 4 6 7 
P90	52 5 1 4 
P90	61 2 3 6 7 
P91	58 1 4 7 
P91	60 2 3 5 6 
P92	90 1 4 7 
P92	92 2 3 5 6 
P93	1 5 1 4 
P93	4 2 3 6 7 
P94	70 5 1 4 
P94	78 2 3 6 7 
P95	2 4 7 3 
P95	7 1 2 5 6 
P96	24 5 1 4 
P96	29 2 3 6 7 
P97	83 3 6 2 
P97	91 1 4 5 7 
P98	27 2 5 1 
P98	34 3 4 6 7 
P99	33 7 3 6 
P99	42 1 2 4 5 
P100	55 4 7 3 
P100	64 1 2 5 6 
P101	77 5 1 4 
P101	85 2 3 6 7 
P102	93 6 2 5 
P102	98 1 3 4 7 
P103	35 2 5 1 
P103	36 3 4 6 7 
P104	13 4 7 3 
P104	13 1 2 5 6 
P105	19 2 5 1 
P105	28 3 4 6 7 
P106	24 5 1 4 
P106	30 2 3 6 7 
P107	88 7 3 6 
P107	97 1 2 4 5 
P108	38 1 4 7 
P108	47 2 3 5 6 
P109	94 5 1 4 
P109	101 2 3 6 7 
P110	17 7 3 6 
P110	22 1 2 4 5 
P111	89 1 4 7 
P111	94 2 3 5 6 
P112	35 6 2 5 
P112	36 1 3 4 7 
P113	17 1 4 7 
P113	23 2 3 5 6 
P114	64 2 5 1 
P114	69 3 4 6 7 
P115	86 6 2 5 
P115	88 1 3 4 7 
P116	9 6 2 5 
P116	14 1 3 4 7 
P117	14 2 5 1 
P117	15 3 4 6 7 
P118	59 1 4 7 
P118	61 2 3 5 6 
P119	82 1 4 7 
P119	88 2 3 5 6 
P120	23 4 7 3 
P120	24 1 2 5 6 
P121	36 4 7 3 
P121	39 1 2 5 6 
P122	67 5 1 4 
P122	76 2 3 6 7 
P123	93 1 4 7 
P123	96 2 3 5 6 
P124	25 3 6 2 
P124	25 1 4 5 7 
P125	46 7 3 6 
P125	52 1 2 4 5 
P126	14 2 5 1 
P126	16 3 4 6 7 
P127	69 5 1 4 
P127	76 2 3 6 7 
P128	6 4 7 3 
P128	7 1 2 5 6 
P129	3 7 3 6 
P129	10 1 2 4 5 
P130	15 5 1 4 
P130	19 2 3 6 7 
P131	35 3 6 2 
P131	37 1 4 5 7 
P132	60 4 7 3 
P132	60 1 2 5 6 
P133	88 4 7 3 
P133	96 1 2 5 6 
P134	78 1 4 7 
P134	78 2 3 5 6 
P135	64 2 5 1 
P135	66 3 4 6 7 
P136	86 2 5 1 
P136	86 3 4 6 7 
P137	14 5 1 4 
P137	16 2 3 6 7 
P138	100 1 4 7 
P138	105 2 3 5 6 
P139	44 7 3 6 
P139	47 1 2 4 5 
P140	73 7 3 6 
P140	74 1 2 4 5 
P141	4 7 3 6 
P141	9 1 2 4 5 
P142	94 4 7 3 
P142	95 1 2 5 6 
P143	93 3 6 2 
P143	95 1 4 5 7 
P144	87 3 6 2 
P144	87 1 4 5 7 
P145	88 3 6 2 
P145	91 1 4 5 7 
P146	75 5 1 4 
P146	75 2 3 6 7 
P147	36 6 2 5 
P147	37 1 3 4 7 
P148	61 4 7 3 
P148	68 1 2 5 6 
P149	86 7 3 6 
P149	86 1 2 4 5 
P150	95 1 4 7 
P150	99 2 3 5 6 
P151	20 5 1 4 
P151	26 2 3 6 7 
P152	95 7 3 6 
P152	97 1 2 4 5 
P153	72 4 7 3 
P153	80 1 2 5 6 
P154	94 3 6 2 
P154	98 1 4 5 7 
P155	19 3 6 2 
P155	28 1 4 5 7 
P156	53 1 4 7 
P156	60 2 3 5 6 
P157	61 2 5 1 
P157	61 3 4 6 7 
P158	58 6 2 5 
P158	63 1 3 4 7 
P159	77 2 5 1 
P159	80 3 4 6 7 
P160	59 4 7 3 
P160	68 1 2 5 6 
P161	83 7 3 6 
P161	88 1 2 4 5 
P162	88 3 6 2 
P162	92 1 4 5 7 
P163	26 1 4 7 
P163	35 2 3 5 6 
P164	29 7 3 6 
P164	29 1 2 4 5 
P165	3 4 7 3 
P165	6 1 2 5 6 
P166	97 7 3 6 
P166	98 1 2 4 5 
P167	96 4 7 3 
P167	100 1 2 5 6 
P168	61 1 4 7 
P168	67 2 3 5 6 
P169	31 6 2 5 
P169	32 1 3 4 7 
P170	72 7 3 6 
P170	79 1 2 4 5 
P171	54 3 6 2 
P171	54 1 4 5 7 
P172	25 5 1 4 
P172	28 2 3 6 7 
P173	41 6 2 5 
P173	43 1 3 4 7 
P174	30 3 6 2 
P174	33 1 4 5 7 
P175	59 2 5 1 
P175	64 3 4 6 7 
P176	8 5 1 4 
P176	8 2 3 6 7 
P177	59 7 3 6 
P177	62 1 2 4 5 
P178	61 3 6 2 
P178	65 1 4 5 7 
P179	78 6 2 5 
P179	81 1 3 4 7 
P180	88 6 2 5 
P180	88 1 3 4 7 
P181	61 1 4 7 
P181	64 2 3 5 6 
P182	85 2 5 1 
P182	85 3 4 6 7 
P183	12 5 1 4 
P183	17 2 3 6 7 
P184	57 4 7 3 
P184	57 1 2 5 6 
P185	24 3 6 2 
P185	30 1 4 5 7 
P186	17 3 6 2 
P186	24 1 4 5 7 
P187	27 2 5 1 
P187	34 3 4 6 7 
P188	72 7 3 6 
P188	73 1 2 4 5 
P189	97 3 6 2 
P189	104 1 4 5 7 
P190	13 6 2 5 
P190	19 1 3 4 7 
P191	86 4 7 3 
P191	89 1 2 5 6 
P192	30 3 6 2 
P192	35 1 4 5 7 
P193	60 1 4 7 
P193	66 2 3 5 6 
P194	56 7 3 6 
P194	58 1 2 4 5 
P195	85 6 2 5 
P195	89 1 3 4 7 
P196	73 3 6 2 
P196	82 1 4 5 7 
P197	33 3 6 2 
P197	40 1 4 5 7 
P198	84 2 5 1 
P198	89 3 4 6 7 
P199	68 1 4 7 
P199	73 2 3 5 6 
P200	39 5 1 4 
P200	41 2 3 6 7 
P201	55 2 5 1 
P201	56 3 4 6 7 
P202	76 5 1 4 
P202	81 2 3 6 7 
P203	22 7 3 6 
P203	28 1 2 4 5 
P204	35 2 5 1 
P204	38 3 4 6 7 
P205	51 4 7 3 
P205	60 1 2 5 6 
P206	2 7 3 6 
P206	6 1 2 4 5 
P207	38 5 1 4 
P207	44 2 3 6 7 
P208	94 6 2 5 
P208	99 1 3 4 7 
P209	63 7 3 6 
P209	64 1 2 4 5 
P210	1 1 4 7 
P210	2 2 3 5 6 
P211	56 6 2 5 
P211	58 1 3 4 7 
P212	63 4 7 3 
P212	70 1 2 5 6 
P213	25 3 6 2 
P213	27 1 4 5 7 
P214	44 3 6 2 
P214	47 1 4 5 7 
P215	41 4 7 3 
P215	46 1 2 5 6 
P216	73 2 5 1 
P216	73 3 4 6 7 
P217	18 2 5 1 
P217	20 3 4 6 7 
P218	96 3 6 2 
P218	97 1 4 5 7 
P219	41 1 4 7 
P219	46 2 3 5 6 
P220	91 3 6 2 
P220	100 1 4 5 7 
P221	91 5 1 4 
P221	94 2 3 6 7 
P222	15 4 7 3 
P222	15 1 2 5 6 
P223	45 3 6 2 
P223	50 1 4 5 7 
P224	60 7 3 6 
P224	65 1 2 4 5 
P225	65 2 5 1 
P225	68 3 4 6 7 
P226	30 4 7 3 
P226	38 1 2 5 6 
P227	93 6 2 5 
P227	102 1 3 4 7 
P228	57 5 1 4 
P228	64 2 3 6 7 
P229	68 2 5 1 
P229	77 3 4 6 7 
P230	41 3 6 2 
P230	45 1 4 5 7 
P231	2 2 5 1 
P231	7 3 4 6 7 
P232	84 3 6 2 
P232	86 1 4 5 7 
P233	25 2 5 1 
P233	27 3 4 6 7 
P234	60 4 7 3 
P234	68 1 2 5 6 
P235	28 4 7 3 
P235	33 1 2 5 6 
P236	87 1 4 7 
P236	87 2 3 5 6 
P237	88 6 2 5 
P237	92 1 3 4 7 
P238	4 5 1 4 
P238	7 2 3 6 7 
P239	7 5 1 4 
P239	7 2 3 6 7 
P240	72 1 4 7 
P240	72 2 3 5 6 
P241	65 7 3 6 
P241	74 1 2 4 5 
P242	14 4 7 3 
P242	18 1 2 5 6 
P243	19 7 3 6 
P243	19 1 2 4 5 
P244	6 6 2 5 
P244	15 1 3 4 7 
P245	4 6 2 5 
P245	12 1 3 4 7 
P246	48 5 1 4 
P246	56 2 3 6 7 
P247	72 1 4 7 
P247	75 2 3 5 6 
P248	76 7 3 6 
P248	78 1 2 4 5 
P249	47 3 6 2 
P249	56 1 4 5 7 
P250	63 1 4 7 
P250	68 2 3 5 6 
P251	90 6 2 5 
P251	95 1 3 4 7 
P252	41 6 2 5 
P252	49 1 3 4 7 
P253	19 4 7 3 
P253	20 1 2 5 6 
P254	24 7 3 6 
P254	26 1 2 4 5 
P255	53 7 3 6 
P255	53 1 2 4 5 
P256	64 5 1 4 
P256	67 2 3 6 7 
P257	24 7 3 6 
P257	24 1 2 4 5 
P258	70 2 5 1 
P258	75 3 4 6 7 
P259	29 5 1 4 
P259	36 2 3 6 7 
P260	89 4 7 3 
P260	96 1 2 5 6 
P261	10 4 7 3 
P261	19 1 2 5 6 
P262	82 7 3 6 
P262	84 1 2 4 5 
P263	9 1 4 7 
P263	10 2 3 5 6 
P264	59 2 5 1 
P264	67 3 4 6 7 
P265	47 5 1 4 
P265	56 2 3 6 7 
P266	44 4 7 3 
P266	44 1 2 5 6 
P267	49 6 2 5 
P267	55 1 3 4 7 
P268	84 4 7 3 
P268	90 1 2 5 6 
P269	86 4 7 3 
P269	89 1 2 5 6 
P270	30 4 7 3 
P270	38 1 2 5 6 
P271	24 7 3 6 
P271	31 1 2 4 5 
P272	67 3 6 2 
P272	72 1 4 5 7 
P273	19 2 5 1 
P273	20 3 4 6 7 
P274	26 7 3 6 
P274	27 1 2 4 5 
P275	50 5 1 4 
P275	54 2 3 6 7 
P276	16 3 6 2 
P276	18 1 4 5 7 
P277	76 1 4 7 
P277	78 2 3 5 6 
P278	97 4 7 3 
P278	99 1 2 5 6 
P279	27 5 1 4 
P279	30 2 3 6 7 
P280	30 2 5 1 
P280	35 3 4 6 7 
P281	27 7 3 6 
P281	32 1 2 4 5 
P282	94 4 7 3 
P282	100 1 2 5 6 
P283	37 1 4 7 
P283	41 2 3 5 6 
P284	95 4 7 3 
P284	97 1 2 5 6 
P285	37 4 7 3 
P285	39 1 2 5 6 
P286	56 2 5 1 
P286	57 3 4 6 7 
P287	31 6 2 5 
P287	36 1 3 4 7 
P288	12 4 7 3 
P288	18 1 2 5 6 
P289	91 6 2 5 
P289	93 1 3 4 7 
P290	35 2 5 1 
P290	38 3 4 6 7 
P291	17 6 2 5 
P291	25 1 3 4 7 
P292	63 2 5 1 
P292	67 3 4 6 7 
P293	4 3 6 2 
P293	7 1 4 5 7 
P294	57 2 5 1 
P294	61 3 4 6 7 
P295	18 7 3 6 
P295	27 1 2 4 5 
P296	29 4 7 3 
P296	29 1 2 5 6 
P297	19 3 6 2 
P297	19 1 4 5 7 
P298	56 2 5 1 
P298	60 3 4 6 7 
P299	4 2 5 1 
P299	7 3 4 6 7 
P300	10 7 3 6 
P300	11 1 2 4 5 
P301	90 1 4 7 
P301	92 2 3 5 6 
P302	54 1 4 7 
P302	54 2 3 5 6 
P303	3 1 4 7 
P303	4 2 3 5 6 
P304	70 1 4 7 
P304	79 2 3 5 6 
P305	9 3 6 2 
P305	10 1 4 5 7 
P306	4 1 4 7 
P306	5 2 3 5 6 
P307	5 3 6 2 
P307	10 1 4 5 7 
P308	14 7 3 6 
P308	23 1 2 4 5 
P309	23 3 6 2 
P309	30 1 4 5 7 
P310	11 4 7 3 
P310	15 1 2 5 6 
P311	9 1 4 7 
P311	18 2 3 5 6 
P312	94 4 7 3 
P312	103 1 2 5 6 
P313	38 2 5 1 
P313	46 3 4 6 7 
P314	1 7 3 6 
P314	5 1 2 4 5 
P315	18 4 7 3 
P315	23 1 2 5 6 
P316	16 5 1 4 
P316	25 2 3 6 7 
P317	13 1 4 7 
P317	15 2 3 5 6 
P318	55 7 3 6 
P318	55 1 2 4 5 
P319	85 2 5 1 
P319	85 3 4 6 7 
P320	16 3 6 2 
P320	17 1 4 5 7 
P321	16 7 3 6 
P321	16 1 2 4 5 
P322	99 2 5 1 
P322	107 3 4 6 7 
P323	78 3 6 2 
P323	84 1 4 5 7 
P324	90 4 7 3 
P324	98 1 2 5 6 
P325	42 6 2 5 
P325	45 1 3 4 7 
P326	64 1 4 7 
P326	68 2 3 5 6 
P327	79 5 1 4 
P327	80 2 3 6 7 
P328	86 2 5 1 
P328	87 3 4 6 7 
P329	34 6 2 5 
P329	37 1 3 4 7 
P330	96 4 7 3 
P330	101 1 2 5 6 
P331	77 6 2 5 
P331	77 1 3 4 7 
P332	99 6 2 5 
P332	102 1 3 4 7 
P333	87 2 5 1 
P333	93 3 4 6 7 
P334	50 5 1 4 
P334	58 2 3 6 7 
P335	80 4 7 3 
P335	81 1 2 5 6 
P336	6 7 3 6 
P336	12 1 2 4 5 
P337	17 7 3 6 
P337	23 1 2 4 5 
P338	88 4 7 3 
P338	92 1 2 5 6 
P339	41 3 6 2 
P339	42 1 4 5 7 
P340	63 1 4 7 
P340	67 2 3 5 6 
P341	10 4 7 3 
P341	12 1 2 5 6 
P342	74 3 6 2 
P342	75 1 4 5 7 
P343	46 4 7 3 
P343	49 1 2 5 6 
P344	32 5 1 4 
P344	40 2 3 6 7 
P345	19 3 6 2 
P345	26 1 4 5 7 
P346	8 4 7 3 
P346	10 1 2 5 6 
P347	37 3 6 2 
P347	41 1 4 5 7 
P348	10 4 7 3 
P348	16 1 2 5 6 
P349	91 7 3 6 
P349	97 1 2 4 5 
P350	53 5 1 4 
P350	58 2 3 6 7 
P351	9 4 7 3 
P351	10 1 2 5 6 
P352	13 1 4 7 
P352	17 2 3 5 6 
P353	40 7 3 6 
P353	42 1 2 4 5 
P354	5 3 6 2 
P354	7 1 4 5 7 
P355	70 4 7 3 
P355	78 1 2 5 6 
P356	24 3 6 2 
P356	30 1 4 5 7 
P357	60 5 1 4 
P357	66 2 3 6 7 
P358	97 1 4 7 
P358	100 2 3 5 6 
P359	59 4 7 3 
P359	65 1 2 5 6 
P360	93 4 7 3 
P360	98 1 2 5 6 
P361	48 3 6 2 
P361	50 1 4 5 7 
P362	8 4 7 3 
P362	8 1 2 5 6 
P363	93 6 2 5 
P363	101 1 3 4 7 
P364	100 6 2 5 
P364	108 1 3 4 7 
P365	83 2 5 1 
P365	88 3 4 6 7 
P366	76 6 2 5 
P366	83 1 3 4 7 
P367	37 2 5 1 
P367	45 3 4 6 7 
P368	98 6 2 5 
P368	99 1 3 4 7 
P369	17 4 7 3 
P369	26 1 2 5 6 
P370	26 1 4 7 
P370	35 2 3 5 6 
P371	21 7 3 6 
P371	21 1 2 4 5 
P372	48 5 1 4 
P372	53 2 3 6 7 
P373	76 2 5 1 
P373	77 3 4 6 7 
P374	55 5 1 4 
P374	61 2 3 6 7 
P375	15 4 7 3 
P375	23 1 2 5 6 
P376	70 1 4 7 
P376	73 2 3 5 6 
P377	76 2 5 1 
P377	77 3 4 6 7 
P378	76 6 2 5 
P378	84 1 3 4 7 
P379	35 6 2 5 
P379	40 1 3 4 7 
P380	65 7 3 6 
P380	67 1 2 4 5 
P381	62 5 1 4 
P381	71 2 3 6 7 
P382	70 2 5 1 
P382	73 3 4 6 7 
P383	51 5 1 4 
P383	56 2 3 6 7 
P384	11 5 1 4 
P384	17 2 3 6 7 
P385	38 5 1 4 
P385	41 2 3 6 7 
P386	37 6 2 5 
P386	41 1 3 4 7 
P387	92 7 3 6 
P387	97 1 2 4 5 
P388	6 3 6 2 
P388	10 1 4 5 7 
P389	38 6 2 5 
P389	42 1 3 4 7 
P390	71 3 6 2 
P390	79 1 4 5 7 
P391	82 2 5 1 
P391	84 3 4 6 7 
P392	74 2 5 1 
P392	78 3 4 6 7 
P393	77 6 2 5 
P393	83 1 3 4 7 
P394	73 6 2 5 
P394	73 1 3 4 7 
P395	75 4 7 3 
P395	78 1 2 5 6 
P396	12 3 6 2 
P396	21 1 4 5 7 
P397	20 1 4 7 
P397	25 2 3 5 6 
P398	86 5 1 4 
P398	86 2 3 6 7 
P399	16 6 2 5 
P399	20 1 3 4 7 
P400	67 3 6 2 
P400	71 1 4 5 7 
P401	10 5 1 4 
P401	15 2 3 6 7 
P402	74 1 4 7 
P402	75 2 3 5 6 
P403	73 7 3 6 
P403	81 1 2 4 5 
P404	32 5 1 4 
P404	38 2 3 6 7 
P405	11 7 3 6 
P405	15 1 2 4 5 
P406	80 6 2 5 
P406	82 1 3 4 7 
P407	83 3 6 2 
P407	88 1 4 5 7 
P408	65 7 3 6 
P408	69 1 2 4 5 
P409	3 4 7 3 
P409	3 1 2 5 6 
P410	75 1 4 7 
P410	76 2 3 5 6 
P411	23 5 1 4 
P411	30 2 3 6 7 
P412	90 7 3 6 
P412	95 1 2 4 5 
P413	95 6 2 5 
P413	98 1 3 4 7 
P414	55 4 7 3 
P414	57 1 2 5 6 
P415	73 4 7 3 
P415	81 1 2 5 6 
P416	13 5 1 4 
P416	20 2 3 6 7 
P417	9 6 2 5 
P417	17 1 3 4 7 
P418	24 7 3 6 
P418	28 1 2 4 5 
P419	5 3 6 2 
P419	14 1 4 5 7 
P420	59 3 6 2 
P420	65 1 4 5 7 
P421	67 4 7 3 
P421	74 1 2 5 6 
P422	93 4 7 3 
P422	95 1 2 5 6 
P423	57 7 3 6 
P423	64 1 2 4 5 
P424	22 7 3 6 
P424	24 1 2 4 5 
P425	32 4 7 3 
P425	35 1 2 5 6 
P426	49 5 1 4 
P426	51 2 3 6 7 
P427	19 7 3 6 
P427	19 1 2 4 5 
P428	12 4 7 3 
P428	18 1 2 5 6 
P429	91 1 4 7 
P429	95 2 3 5 6 
P430	87 1 4 7 
P430	96 2 3 5 6 
P431	44 3 6 2 
P431	51 1 4 5 7 
P432	69 3 6 2 
P432	70 1 4 5 7 
P433	97 7 3 6 
P433	105 1 2 4 5 
P434	28 6 2 5 
P434	29 1 3 4 7 
P435	98 1 4 7 
P435	101 2 3 5 6 
P436	28 6 2 5 
P436	33 1 3 4 7 
P437	9 4 7 3 
P437	17 1 2 5 6 
P438	38 5 1 4 
P438	41 2 3 6 7 
P439	2 3 6 2 
P439	10 1 4 5 7 
P440	12 5 1 4 
P440	21 2 3 6 7 
P441	93 6 2 5 
P441	102 1 3 4 7 
P442	82 5 1 4 
P442	89 2 3 6 7 
P443	14 5 1 4 
P443	18 2 3 6 7 
P444	73 1 4 7 
P444	73 2 3 5 6 
P445	2 2 5 1 
P445	9 3 4 6 7 
P446	78 4 7 3 
P446	80 1 2 5 6 
P447	65 3 6 2 
P447	65 1 4 5 7 
P448	24 5 1 4 
P448	27 2 3 6 7 
P449	80 6 2 5 
P449	89 1 3 4 7 
P450	28 3 6 2 
P450	28 1 4 5 7 
P451	83 6 2 5 
P451	89 1 3 4 7 
P452	88 5 1 4 
P452	96 2 3 6 7 
P453	52 5 1 4 
P453	55 2 3 6 7 
P454	61 3 6 2 
P454	67 1 4 5 7 
P455	43 1 4 7 
P455	45 2 3 5 6 
P456	29 4 7 3 
P456	30 1 2 5 6 
P457	19 4 7 3 
P457	26 1 2 5 6 
P458	66 5 1 4 
P458	67 2 3 6 7 
P459	58 1 4 7 
P459	62 2 3 5 6 
P460	99 4 7 3 
P460	100 1 2 5 6 
P461	64 4 7 3 
P461	71 1 2 5 6 
P462	79 2 5 1 
P462	84 3 4 6 7 
P463	66 2 5 1 
P463	72 3 4 6 7 
P464	87 1 4 7 
P464	87 2 3 5 6 
P465	31 2 5 1 
P465	39 3 4 6 7 
P466	93 2 5 1 
P466	93 3 4 6 7 
P467	67 7 3 6 
P467	67 1 2 4 5 
P468	100 1 4 7 
P468	102 2 3 5 6 
P469	83 7 3 6 
P469	85 1 2 4 5 
P470	70 4 7 3 
P470	74 1 2 5 6 
P471	9 6 2 5 
P471	16 1 3 4 7 
P472	33 2 5 1 
P472	41 3 4 6 7 
P473	65 5 1 4 
P473	68 2 3 6 7 
P474	50 1 4 7 
P474	51 2 3 5 6 
P475	90 1 4 7 
P475	92 2 3 5 6 
P476	49 4 7 3 
P476	50 1 2 5 6 
P477	75 4 7 3 
P477	76 1 2 5 6 
P478	1 3 6 2 
P478	1 1 4 5 7 
P479	98 6 2 5 
P479	98 1 3 4 7 
P480	79 3 6 2 
P480	83 1 4 5 7 
P481	41 6 2 5 
P481	50 1 3 4 7 
P482	26 7 3 6 
P482	34 1 2 4 5 
P483	93 6 2 5 
P483	95 1 3 4 7 
P484	12 7 3 6 
P484	16 1 2 4 5 
P485	41 5 1 4 
P485	46 2 3 6 7 
P486	30 6 2 5 
P486	35 1 3 4 7 
P487	92 2 5 1 
P487	92 3 4 6 7 
P488	50 5 1 4 
P488	59 2 3 6 7 
P489	72 3 6 2 
P489	75 1 4 5 7 
P490	94 4 7 3 
P490	101 1 2 5 6 
P491	27 1 4 7 
P491	27 2 3 5 6 
P492	83 6 2 5 
P492	92 1 3 4 7 
P493	19 2 5 1 
P493	28 3 4 6 7 
P494	50 3 6 2 
P494	52 1 4 5 7 
P495	81 3 6 2 
P495	88 1 4 5 7 
P496	9 3 6 2 
P496	12 1 4 5 7 
P497	71 2 5 1 
P497	77 3 4 6 7 
P498	75 3 6 2 
P498	76 1 4 5 7 
P499	20 6 2 5 
P499	26 1 3 4 7 
P500	91 7 3 6 
P500	94 1 2 4 5 
P501	17 4 7 3 
P501	19 1 2 5 6 
P502	42 6 2 5 
P502	45 1 3 4 7 
P503	63 2 5 1 
P503	63 3 4 6 7 
P504	16 6 2 5 
P504	25 1 3 4 7 
P505	37 5 1 4 
P505	45 2 3 6 7 
P506	33 3 6 2 
P506	37 1 4 5 7 
P507	41 4 7 3 
P507	47 1 2 5 6 
P508	71 4 7 3 
P508	73 1 2 5 6 
P509	50 3 6 2 
P509	58 1 4 5 7 
P510	6 5 1 4 
P510	11 2 3 6 7 
P511	97 5 1 4 
P511	105 2 3 6 7 
P512	79 7 3 6 
P512	87 1 2 4 5 
P513	78 4 7 3 
P513	85 1 2 5 6 
P514	30 2 5 1 
P514	35 3 4 6 7 
P515	79 2 5 1 
P515	82 3 4 6 7 
P516	100 4 7 3 
P516	105 1 2 5 6 
P517	94 1 4 7 
P517	96 2 3 5 6 
P518	44 5 1 4 
P518	48 2 3 6 7 
P519	69 2 5 1 
P519	70 3 4 6 7 
P520	74 5 1 4 
P520	82 2 3 6 7 
P521	52 4 7 3 
P521	56 1 2 5 6 
P522	47 1 4 7 
P522	54 2 3 5 6 
P523	30 6 2 5 
P523	34 1 3 4 7 
P524	92 7 3 6 
P524	94 1 2 4 5 
P525	47 6 2 5 
P525	48 1 3 4 7 
P526	16 7 3 6 
P526	23 1 2 4 5 
P527	41 6 2 5 
P527	47 1 3 4 7 
P528	52 3 6 2 
P528	58 1 4 5 7 
P529	63 2 5 1 
P529	66 3 4 6 7 
P530	95 4 7 3 
P530	102 1 2 5 6 
P531	66 4 7 3 
P531	69 1 2 5 6 
P532	62 7 3 6 
P532	70 1 2 4 5 
P533	79 1 4 7 
P533	80 2 3 5 6 
P534	48 3 6 2 
P534	48 1 4 5 7 
P535	76 1 4 7 
P535	76 2 3 5 6 
P536	50 2 5 1 
P536	55 3 4 6 7 
P537	15 7 3 6 
P537	22 1 2 4 5 
P538	33 7 3 6 
P538	40 1 2 4 5 
P539	23 4 7 3 
